,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3dp9,92.26,0.45,336.48,23,5,6,5,4,7,10,126,0,2,1,1,2,0,1
3drf,375.25,-9.69,705.72,49,15,22,13,12,22,30,278,8,0,0,0,0,0,0
3drg,360.44,-6.99,976.13,70,14,23,11,10,23,26,380,8,2,3,3,0,2,3
3dri,253.73,-7.17,476.49,33,10,15,9,8,15,20,188,5,0,0,0,0,0,0
3dsz,298.72,-12.68,713.76,49,8,18,14,8,19,25,274,0,1,1,1,0,1,0
3dx1,88.33,-2.92,134.16,9,6,4,3,4,4,4,54,0,0,1,1,0,0,0
3dx2,105.4,-3.56,196.25,12,6,5,4,4,6,6,72,0,0,1,1,0,0,0
3dx3,108.56,-3.95,150.15,10,7,5,4,5,5,5,60,0,0,1,1,0,0,0
3dx4,97.56,-3.29,164.18,11,6,5,4,4,5,6,66,0,0,1,1,0,0,0
3dxg,171.31,-2.73,324.18,21,5,11,10,5,12,8,118,0,1,1,1,1,0,1
3dxh,217.84,-2.62,404.16,25,6,14,13,6,16,11,142,0,1,1,1,1,0,1
3dyo,90.15,-1.07,238.31,15,4,5,6,4,6,9,90,0,0,1,1,0,0,1
3dzt,60.36,4.3,323.5,23,1,3,3,1,3,18,134,0,0,0,0,0,0,0
3e12,204.88,-4.75,317.16,20,6,11,11,6,12,15,118,0,0,0,0,0,0,0
3e3c,113.29,0.58,270.22,17,3,7,7,3,8,13,102,0,0,0,0,0,0,0
3e5a,103.27,2.09,465.61,33,4,9,7,4,10,9,172,1,3,2,2,2,1,1
3e5u,60.36,0.34,185.59,12,1,3,3,1,4,3,64,0,1,0,0,0,1,0
3e6y,151.6,2.37,652.78,46,3,12,12,3,12,20,260,0,0,4,6,0,0,3
3e85,41.13,3.33,212.25,16,2,3,1,2,3,2,80,2,2,0,0,0,2,0
3e92,68.02,4.22,347.42,26,1,5,4,1,5,7,132,1,3,1,1,1,2,0
3e93,84.21,4.33,497.62,37,3,7,5,2,7,6,190,1,4,2,2,1,3,2
3eax,127.36,4.51,650.73,48,0,10,8,0,10,14,248,2,2,1,3,0,2,1
3eb1,80.67,2.64,388.44,29,1,5,5,1,5,10,148,0,3,0,0,0,3,0
3ebh,117.1,-1.52,308.38,22,5,6,4,3,6,12,122,1,1,0,0,0,1,0
3ebi,105.07,1.07,361.38,25,4,5,4,2,6,11,134,0,2,0,0,0,2,0
3ebl,86.66,0.8,331.39,24,1,5,5,1,5,3,130,0,0,5,5,0,0,1
3ebo,70.67,2.87,254.24,19,2,4,4,2,4,3,94,0,3,0,0,1,2,0
3ebp,95.34,1.89,402.85,28,4,6,5,4,7,6,146,0,3,1,1,1,2,1
3ed0,94.83,1.89,270.24,20,3,5,5,3,5,4,100,0,2,0,1,0,2,0
3eeb,400.56,-3.13,660.03,36,12,24,24,12,30,24,216,0,0,1,1,0,0,0
3efs,279.13,-1.63,507.18,31,8,18,18,7,21,15,174,0,2,1,1,2,0,1
3eft,108.89,1.27,422.0,26,6,7,4,5,10,9,146,0,1,1,1,0,1,1
3egt,128.17,2.0,382.31,24,4,8,7,4,10,16,138,0,1,0,0,1,0,0
3ehx,86.3,1.8,346.43,24,1,5,4,1,6,9,128,0,2,0,0,0,2,0
3ehy,95.53,-0.89,258.27,17,1,6,5,1,7,7,94,0,1,0,0,0,1,0
3ejp,82.2,-1.23,292.35,21,4,5,4,4,5,6,114,0,1,2,2,0,1,2
3ejq,82.2,-0.92,306.38,22,4,5,4,4,5,7,120,0,1,2,2,0,1,2
3ejr,82.2,0.07,348.46,25,4,5,4,4,5,6,138,0,1,2,2,0,1,2
3eko,82.69,1.29,219.2,16,3,5,5,3,5,4,82,0,2,0,0,1,1,0
3ekp,131.19,2.4,505.64,35,4,9,7,3,10,15,192,1,2,1,1,0,2,1
3ekr,60.77,3.38,297.35,22,2,4,3,2,4,5,114,1,2,1,1,0,2,1
3ekt,140.42,2.38,547.67,38,4,10,8,3,11,15,208,1,2,2,2,0,2,2
3ekv,131.19,2.4,505.64,35,4,9,7,3,10,15,192,1,2,1,1,0,2,1
3ekw,172.42,2.79,705.88,51,6,13,8,6,13,17,276,4,3,0,0,1,2,0
3ekx,99.94,2.7,568.8,40,4,7,5,4,8,11,218,2,1,2,3,0,1,1
3el1,172.42,2.79,705.88,51,6,13,8,6,13,17,276,4,3,0,0,1,2,0
3el4,167.95,1.68,671.86,49,7,11,6,6,11,13,262,4,3,2,2,1,2,1
3el5,103.1,3.33,568.8,40,5,7,5,5,8,12,218,2,2,2,2,0,2,1
3el9,172.42,2.79,705.88,51,6,13,8,6,13,17,276,4,3,0,0,1,2,0
3elc,130.83,-2.42,261.21,18,5,8,8,4,9,6,100,0,1,1,1,1,0,1
3eqr,96.74,4.13,515.69,38,4,9,8,3,9,14,200,0,4,1,1,2,2,1
3ery,386.44,-6.01,986.11,70,12,24,14,9,24,34,388,9,1,2,2,0,1,2
3evd,294.48,-2.76,525.2,32,10,19,18,9,22,15,182,1,1,1,2,1,0,1
3ewc,112.13,-0.65,314.37,21,4,8,9,4,9,7,116,0,1,1,2,1,0,1
3ewj,164.27,-1.06,416.54,29,8,10,5,6,10,16,168,4,0,0,0,0,0,0
3exe,168.33,1.72,426.33,26,5,11,12,4,14,14,146,0,1,0,1,1,0,0
3exh,168.97,0.84,425.32,26,5,11,11,4,14,14,144,0,2,0,0,2,0,0
3f15,136.4,-1.46,334.35,22,4,9,7,4,10,12,124,1,1,0,0,0,1,0
3f16,124.96,-1.16,290.3,19,4,8,6,4,9,9,106,1,1,0,0,0,1,0
3f17,92.67,1.92,304.33,21,1,6,4,1,7,5,108,1,2,0,0,0,2,0
3f18,106.94,-0.69,292.29,19,3,7,5,3,9,8,106,1,1,0,0,0,1,0
3f19,95.5,-0.39,248.24,16,3,6,4,3,8,5,88,1,1,0,0,0,1,0
3f1a,95.5,-0.53,230.25,15,3,6,4,3,7,5,82,1,1,0,0,0,1,0
3f33,20.23,3.64,178.28,13,1,1,1,1,1,7,72,0,1,0,0,0,1,0
3f34,20.23,2.52,150.22,11,1,1,1,1,1,5,60,0,1,0,0,0,1,0
3f37,20.23,2.01,122.17,9,1,1,1,1,1,3,48,0,1,0,0,0,1,0
3f3a,83.56,-0.93,204.23,15,4,4,2,2,4,4,78,0,2,0,0,1,1,0
3f3c,67.77,-1.27,183.18,13,3,3,2,1,4,4,70,0,1,0,0,0,1,0
3f3d,67.77,-1.9,149.22,9,3,3,3,1,4,6,54,0,0,0,0,0,0,0
3f3e,67.77,-1.61,131.17,9,3,3,2,1,3,6,54,0,0,0,0,0,0,0
3f3t,84.97,5.55,399.5,30,4,6,4,3,6,4,152,2,4,0,0,1,3,0
3f3u,84.97,4.4,349.44,26,4,6,4,3,6,4,134,2,3,0,0,1,2,0
3f48,67.77,-2.63,89.09,6,3,3,2,1,3,3,36,0,0,0,0,0,0,0
3f5j,347.83,-9.75,666.58,45,14,21,21,14,21,24,264,0,0,4,4,0,0,4
3f5k,426.98,-11.92,828.72,56,17,26,26,17,26,30,328,0,0,5,5,0,0,5
3f5l,189.53,-5.4,342.3,23,8,11,11,8,11,12,136,0,0,2,2,0,0,2
3f68,78.51,3.42,433.98,30,2,6,3,2,7,8,164,3,1,2,2,0,1,1
3f6e,202.09,1.98,558.47,36,6,13,13,5,16,18,194,0,3,0,0,3,0,0
3f6g,67.77,-1.61,131.17,9,3,3,2,1,3,6,54,0,0,0,0,0,0,0
3f70,84.38,-3.29,161.23,11,5,4,2,2,4,8,66,0,0,0,0,0,0,0
3f78,9.23,2.35,184.49,10,0,1,1,0,7,2,62,0,0,0,0,0,0,0
3f7g,106.15,1.7,465.62,34,5,7,3,3,7,13,182,3,2,1,1,0,2,1
3f7h,95.12,2.43,519.71,38,4,7,3,3,7,10,204,3,2,2,2,0,2,1
3f7i,95.12,2.06,479.64,35,4,7,3,3,7,8,188,3,2,2,2,0,2,1
3f80,110.91,-2.21,176.17,12,3,6,4,1,6,7,70,0,0,0,0,0,0,0
3f8c,74.27,3.51,453.57,34,3,7,4,3,7,7,172,0,5,1,1,2,3,1
3f8e,89.82,1.16,281.33,20,2,5,5,2,5,12,112,0,1,0,0,0,1,0
3f8f,187.46,0.31,528.53,38,7,11,10,5,11,12,202,0,2,1,3,0,2,1
3fas,107.9,-4.12,146.12,10,3,5,4,1,5,5,58,0,0,0,0,0,0,0
3fat,113.77,-2.82,186.17,13,4,6,4,2,6,5,72,0,1,0,0,1,0,0
3fcq,66.43,0.28,193.18,14,0,4,4,0,4,4,74,0,1,0,0,0,1,0
3fed,185.33,-5.1,309.21,20,4,9,8,2,10,12,116,0,0,0,0,0,0,0
3fee,135.77,-4.51,189.13,13,4,8,6,2,8,4,72,0,1,0,0,1,0,0
3ff3,107.9,-4.12,146.12,10,3,5,4,1,5,5,58,0,0,0,0,0,0,0
3ffg,124.34,2.99,616.62,45,4,10,6,4,13,7,230,1,5,1,2,2,3,1
3ffp,101.73,1.33,280.33,18,3,6,5,2,8,3,92,0,3,0,0,2,1,0
3fh7,63.03,2.09,389.88,27,1,5,4,1,6,9,144,0,2,1,1,0,2,1
3fhb,66.15,-0.37,136.13,10,2,3,3,1,3,2,52,0,1,0,0,0,1,0
3fj7,106.89,-1.77,169.05,10,2,6,6,2,7,6,60,0,0,0,0,0,0,0
3fjg,127.12,-2.79,185.05,11,3,7,7,3,8,7,66,0,0,0,0,0,0,0
3fjz,114.27,-3.57,169.07,10,4,6,5,3,7,6,60,0,0,0,0,0,0,0
3fk1,114.27,-3.57,169.07,10,4,6,5,3,7,6,60,0,0,0,0,0,0,0
3fl5,115.06,1.28,272.21,20,4,6,6,4,6,4,100,0,2,0,1,0,2,0
3fqe,120.57,1.59,341.44,25,7,7,5,4,7,7,132,1,2,1,1,1,1,0
3fql,99.85,3.23,446.5,31,2,7,5,2,9,10,164,1,3,1,1,1,2,0
3fuc,140.47,0.9,338.25,22,7,8,6,6,11,9,124,1,1,0,1,1,0,0
3fur,68.29,7.44,514.22,31,1,5,4,1,10,5,158,0,4,0,0,1,3,0
3fuz,107.9,-4.12,146.12,10,3,5,4,1,5,5,58,0,0,0,0,0,0,0
3fv1,163.2,-6.66,304.3,21,6,9,7,3,9,8,120,0,0,2,2,0,0,2
3fv2,166.82,-5.86,290.25,20,5,9,8,3,9,7,114,0,0,2,2,0,0,2
3fv3,226.09,0.13,684.9,48,7,14,9,7,14,35,278,5,0,0,0,0,0,0
3fvh,304.26,-3.56,648.61,44,11,19,12,10,20,26,248,6,1,0,0,1,0,0
3fvk,146.59,-4.84,274.25,19,4,8,7,2,8,6,108,0,0,2,2,0,0,2
3fvl,77.43,-0.45,221.23,16,1,4,4,1,4,7,86,0,1,0,0,0,1,0
3fvn,146.59,-4.84,274.25,19,4,8,7,2,8,6,108,0,0,2,2,0,0,2
3fwv,265.89,-4.11,692.77,48,5,16,12,5,17,26,266,5,1,0,0,0,1,0
3fx6,123.73,-1.06,268.24,19,2,7,6,2,7,9,104,0,1,0,0,0,1,0
3fzn,235.09,2.77,626.46,39,7,15,16,6,19,21,216,0,2,0,1,1,1,0
3fzy,400.56,-3.13,660.03,36,12,24,24,12,30,24,216,0,0,1,1,0,0,0
3g08,168.94,6.19,704.04,49,7,10,9,7,10,41,292,1,0,1,1,0,0,1
3g0e,87.98,2.36,299.3,22,4,5,2,3,6,4,112,2,2,0,1,1,1,0
3g0i,43.09,1.69,143.23,10,2,2,1,1,2,7,60,1,0,0,0,0,0,0
3g0w,68.85,2.9,359.73,24,1,5,4,1,9,3,128,0,1,2,2,0,1,2
3g19,125.97,-0.55,357.49,25,5,7,4,3,7,18,146,2,0,0,0,0,0,0
3g1d,171.31,-2.73,324.18,21,5,11,10,5,12,8,118,0,1,1,1,1,0,1
3g1v,171.31,-2.6,342.17,22,5,11,10,5,13,8,124,0,1,1,1,1,0,1
3g2h,120.86,-1.08,307.31,22,4,8,8,4,8,7,118,0,2,1,1,1,1,1
3g2i,141.09,-3.26,261.23,18,5,9,9,5,9,8,102,0,1,1,1,1,0,1
3g2j,139.48,-4.11,237.21,16,6,8,7,6,8,8,94,1,0,1,1,0,0,1
3g2k,120.86,0.07,357.37,26,4,8,8,4,8,7,136,0,3,1,1,1,2,1
3g2l,120.86,0.07,357.37,26,4,8,8,4,8,7,136,0,3,1,1,1,2,1
3g2n,119.25,-1.78,283.28,20,5,7,6,5,7,7,110,1,1,1,1,0,1,1
3g2y,92.25,-0.45,194.2,14,2,7,5,2,7,4,74,0,2,0,0,2,0,0
3g2z,83.56,0.25,179.18,13,2,6,5,2,6,2,68,0,1,0,1,1,0,0
3g30,69.23,0.29,240.19,17,1,4,3,1,6,3,90,1,1,1,1,0,1,0
3g31,77.51,-0.84,236.25,17,0,5,4,0,5,3,92,2,0,3,3,0,0,1
3g32,91.84,0.04,243.23,18,1,7,5,1,7,3,90,2,2,0,1,1,1,0
3g34,89.35,0.9,288.34,20,1,7,7,1,8,2,102,0,3,0,1,3,0,0
3g35,83.56,2.26,283.27,21,2,6,4,2,7,3,104,1,3,0,0,1,2,0
3g3r,173.62,-1.12,256.97,13,6,10,9,6,13,9,80,0,0,0,0,0,0,0
3g5k,118.97,1.2,385.5,27,4,8,5,4,8,16,156,3,0,1,1,0,0,1
3ga5,139.84,-3.84,254.24,17,6,8,8,6,8,11,102,0,0,1,1,0,0,1
3gba,163.2,-6.66,304.3,21,6,9,7,3,9,8,120,0,0,2,2,0,0,2
3gbb,126.36,-3.81,258.25,18,3,7,6,1,7,5,102,0,0,2,2,0,0,2
3gbe,97.53,-3.99,164.18,11,6,5,4,5,5,5,66,0,0,1,1,0,0,1
3gc4,130.34,0.15,365.44,27,8,8,4,5,8,8,138,0,4,0,0,2,2,0
3gc5,140.12,-0.79,274.31,20,8,8,5,5,8,6,104,0,3,0,0,2,1,0
3gcs,92.35,5.55,464.83,32,3,7,4,3,11,6,166,3,3,0,0,1,2,0
3gcu,122.78,6.39,506.61,38,5,9,7,4,9,7,192,2,5,0,0,2,3,0
3gdt,184.2,-3.34,325.17,21,5,12,11,5,13,8,118,0,1,1,1,1,0,1
3ge7,130.34,0.14,357.46,26,8,8,4,5,8,8,138,0,3,1,1,2,1,0
3ggu,140.42,2.38,547.67,38,4,10,8,3,11,15,208,1,2,2,2,0,2,2
3gi4,134.71,4.19,677.7,47,2,11,8,2,15,15,252,2,3,1,2,0,3,1
3gi5,151.78,3.38,651.74,46,2,12,9,2,13,17,244,2,3,1,2,0,3,1
3gi6,125.48,4.47,663.72,46,2,10,7,2,14,17,248,2,3,1,1,0,3,1
3gjw,41.71,0.96,268.34,20,2,4,2,2,4,2,102,0,3,1,1,2,1,1
3gk1,66.3,1.56,279.36,19,3,5,3,3,6,5,102,1,1,0,0,1,0,0
3gkz,16.61,0.81,150.25,11,2,1,0,1,1,5,60,0,1,0,0,0,1,0
3gm0,35.07,0.54,194.25,14,2,3,2,1,3,5,76,0,1,0,1,0,1,0
3gnw,108.83,6.68,613.71,44,2,8,7,2,10,9,226,1,4,0,2,1,3,0
3gpo,291.52,-3.28,559.32,36,9,19,19,8,21,17,202,0,2,2,2,2,0,2
3gqz,77.51,-0.01,246.24,18,0,5,4,0,5,4,94,1,1,1,1,0,1,1
3gr2,87.13,-0.05,194.2,14,1,7,5,1,7,4,74,1,1,0,1,1,0,0
3gs6,149.71,-0.05,381.38,27,5,10,8,5,10,10,148,2,1,1,1,0,1,1
3gsm,122.87,-1.25,260.29,18,5,7,6,5,7,9,104,1,0,1,1,0,0,1
3gss,232.53,-3.44,608.45,39,5,13,11,3,16,20,216,2,1,0,0,0,1,0
3gst,186.33,-2.33,500.55,35,6,10,8,4,11,13,186,2,2,0,1,0,2,0
3gt9,78.91,4.27,505.71,36,3,6,4,2,7,9,190,2,3,2,2,1,2,1
3gta,78.91,4.27,505.71,36,3,6,4,2,7,9,190,2,3,2,2,1,2,1
3gtc,84.6,0.49,226.28,15,2,5,4,2,6,2,82,0,1,1,1,1,0,0
3gus,102.29,2.78,297.34,20,1,7,7,1,8,9,108,0,2,0,0,1,1,0
3guz,80.59,-1.88,147.15,10,2,4,4,2,4,7,60,0,0,0,0,0,0,0
3gv9,69.23,0.07,184.2,12,1,4,4,1,5,3,64,1,1,0,0,1,0,0
3gvb,80.67,-0.51,220.2,16,1,5,4,1,5,3,84,1,1,1,1,0,1,1
3gvu,88.68,1.76,495.63,37,4,8,5,4,8,9,188,1,4,1,1,2,2,1
3gx0,332.2,-10.65,610.62,40,10,18,14,6,20,23,226,4,0,0,0,0,0,0
3gxy,257.68,-5.36,574.57,39,10,16,16,10,16,23,230,0,0,3,3,0,0,3
3gy2,139.97,-1.27,283.34,21,9,7,2,5,7,5,106,0,2,0,0,0,2,0
3gy3,121.68,-0.76,342.44,25,8,6,2,4,6,10,132,0,2,0,0,0,2,0
3gy4,77.63,-1.27,136.18,10,6,3,1,3,3,2,52,0,1,0,0,0,1,0
3gy7,51.61,-0.85,121.16,9,4,2,0,2,2,1,46,0,1,0,0,0,1,0
3h1x,71.36,2.59,356.78,25,0,5,5,0,6,6,128,0,3,0,0,1,2,0
3h30,87.74,0.95,319.14,20,3,6,6,3,8,5,108,0,2,1,1,1,1,1
3h5b,143.5,2.23,601.72,42,3,11,8,3,12,14,228,2,2,3,3,0,2,2
3h78,66.15,-0.37,136.13,10,2,3,3,1,3,2,52,0,1,0,0,0,1,0
3h89,228.58,4.82,974.33,71,10,14,6,8,14,25,384,5,1,1,5,0,1,0
3h8b,211.51,5.93,960.34,70,10,13,5,8,13,25,380,5,2,2,4,0,2,0
3hb4,83.55,4.18,405.54,30,4,4,3,3,4,6,158,1,2,2,3,0,2,0
3hcm,55.53,1.83,264.74,18,2,4,3,1,5,2,94,0,2,1,1,1,1,1
3hek,65.21,3.15,437.89,30,3,5,3,3,8,6,160,1,2,2,2,0,2,2
3hf8,128.8,3.12,526.49,38,5,7,6,2,11,10,196,0,4,0,0,1,3,0
3hfb,105.58,2.63,438.53,33,4,6,5,2,6,10,166,0,4,0,0,1,3,0
3hig,139.97,-1.27,283.34,21,9,7,2,5,7,5,106,0,2,0,0,0,2,0
3hit,383.2,-1.95,915.71,60,13,27,24,11,30,31,336,1,3,2,3,3,0,2
3hk1,95.53,1.73,338.39,22,1,6,7,1,8,7,116,1,2,0,0,2,0,0
3hkn,271.95,-2.11,699.64,47,2,20,19,1,21,20,266,0,0,2,2,0,0,2
3hkq,150.31,-3.93,243.24,15,6,8,7,5,9,7,90,0,0,1,1,0,0,1
3hkt,229.46,-6.1,405.38,26,9,13,12,8,14,13,154,0,0,2,2,0,0,2
3hku,115.54,-0.4,339.37,22,2,9,8,1,10,8,128,0,0,3,3,0,0,3
3hkw,121.97,5.96,581.67,41,2,9,8,2,11,11,216,1,3,0,2,1,2,0
3hky,121.97,5.96,581.67,41,2,9,8,2,11,11,216,1,3,0,2,1,2,0
3hl5,120.9,1.97,507.66,37,4,9,5,3,9,11,198,3,2,2,2,1,1,1
3hl7,95.0,2.89,397.87,28,2,7,5,2,8,5,144,1,3,1,1,2,1,1
3hl8,45.56,4.09,307.81,20,0,4,4,0,6,1,104,1,2,0,1,1,1,0
3hll,60.33,4.43,477.3,30,1,5,4,1,8,8,156,1,3,0,0,1,2,0
3hmo,74.03,3.33,467.55,35,3,7,5,2,7,5,176,1,5,1,3,2,3,1
3hmp,37.81,3.11,233.7,16,1,3,3,1,4,3,82,0,2,1,1,1,1,0
3hp9,61.39,3.47,344.7,23,1,4,4,1,8,5,122,0,2,0,0,0,2,0
3hs4,115.04,-0.86,222.25,13,3,7,6,2,9,4,72,1,1,0,0,1,0,0
3hu3,262.06,-1.51,523.25,31,8,17,18,7,21,15,174,0,2,1,1,2,0,1
3hub,67.06,2.56,514.02,36,1,7,4,1,9,10,190,2,3,1,1,1,2,1
3huc,95.59,3.89,356.39,27,3,7,5,3,7,5,132,1,4,0,0,2,2,0
3hv8,346.7,-4.77,696.46,46,14,24,22,12,26,10,252,2,2,3,5,2,0,3
3hvh,174.88,1.69,536.52,39,6,12,11,6,13,12,202,1,4,1,1,2,2,1
3hvi,174.88,2.08,550.55,40,6,12,11,6,13,13,208,1,4,1,1,2,2,1
3hvj,174.88,2.47,564.57,41,6,12,11,6,13,14,214,1,4,1,1,2,2,1
3hvk,188.79,-0.18,564.53,41,5,13,12,5,14,12,212,1,3,1,2,2,1,1
3hww,97.33,-3.16,144.08,10,0,5,5,0,5,4,56,0,0,0,0,0,0,0
3hx3,17.07,5.72,284.44,21,0,1,1,0,1,10,114,0,0,0,1,0,0,0
3hzk,258.79,-7.17,496.42,34,7,15,15,7,15,18,196,0,0,2,2,0,0,2
3hzm,150.51,-4.71,237.18,16,5,8,8,5,8,8,94,0,0,1,1,0,0,1
3hzv,258.79,-6.94,498.43,34,7,15,15,7,15,19,198,0,0,2,2,0,0,2
3i25,201.7,4.27,896.02,63,5,15,10,5,18,30,340,4,4,0,0,0,4,0
3i3b,107.22,-3.01,178.14,12,4,6,6,4,6,5,70,0,0,1,1,0,0,1
3i4b,102.93,3.99,413.48,31,4,7,5,4,7,9,156,1,4,0,0,2,2,0
3i4y,40.46,2.4,179.0,10,2,2,2,2,4,2,54,0,1,0,0,0,1,0
3i51,40.46,2.4,179.0,10,2,2,2,2,4,2,54,0,1,0,0,0,1,0
3i5z,102.93,3.99,413.48,31,4,7,5,4,7,9,156,1,4,0,0,2,2,0
3i60,102.93,4.64,447.93,32,4,7,5,4,8,9,162,1,4,0,0,2,2,0
3i6o,132.86,3.65,630.76,44,2,11,9,2,12,10,240,1,2,2,3,0,2,2
3i73,232.6,-1.75,427.2,27,7,15,15,6,17,12,150,0,2,1,1,2,0,1
3i7e,123.63,2.8,562.69,39,2,10,8,2,11,16,214,1,2,2,2,0,2,2
3i9g,114.63,3.32,380.49,25,6,6,5,4,7,22,150,0,0,0,0,0,0,0
3iae,240.77,-1.62,641.58,39,12,15,13,9,19,21,228,0,0,2,3,0,0,1
3ibi,69.39,1.57,209.31,13,2,4,3,1,5,10,80,0,0,0,0,0,0,0
3ibl,138.78,-0.23,304.39,18,4,8,6,2,10,13,110,0,0,0,0,0,0,0
3ibn,138.78,0.55,332.44,20,4,8,6,2,10,15,122,0,0,0,0,0,0,0
3ibu,69.39,2.35,237.37,15,2,4,3,1,5,12,92,0,0,0,0,0,0,0
3ie3,102.29,2.78,297.34,20,1,7,7,1,8,9,108,0,2,0,0,1,1,0
3ies,231.06,1.86,613.46,43,5,16,16,4,18,12,222,0,5,1,1,3,2,1
3ifl,417.32,-10.69,843.88,60,15,24,13,11,24,29,328,6,2,0,0,1,1,0
3igp,81.86,0.27,272.33,18,2,6,4,1,7,6,100,0,1,0,1,0,1,0
3ijh,159.74,-4.31,295.26,20,5,9,9,5,9,12,118,0,0,1,1,0,0,1
3ikd,95.86,3.35,391.38,26,3,6,6,3,8,9,136,1,3,0,0,1,2,0
3ikg,95.86,3.66,405.41,27,3,6,6,3,8,10,142,1,3,0,0,1,2,0
3imc,25.02,2.18,147.18,11,1,2,1,1,2,2,56,0,2,0,0,1,1,0
3ime,53.27,0.8,161.14,12,0,3,3,0,3,1,60,0,2,0,0,1,1,0
3iob,119.31,-1.04,283.31,19,4,8,9,4,9,6,102,0,2,1,1,2,0,1
3ioc,119.31,1.61,405.5,27,4,8,10,3,10,9,142,0,3,1,1,2,1,1
3iod,162.45,1.52,450.5,30,4,11,12,3,13,10,158,0,3,1,1,2,1,1
3ioe,159.77,-1.5,371.42,25,6,10,11,5,11,12,138,0,2,1,1,2,0,1
3iof,35.53,3.78,288.35,18,0,3,4,1,5,11,102,0,1,0,0,0,1,0
3iog,57.53,3.1,273.08,14,2,3,4,3,7,5,78,0,1,0,0,0,1,0
3ip5,67.77,-2.63,89.09,6,3,3,2,1,3,3,36,0,0,0,0,0,0,0
3ip6,56.74,-2.54,115.13,8,2,3,2,1,3,1,46,0,0,1,1,0,0,1
3ip8,57.53,1.36,172.12,11,2,3,3,2,4,4,60,0,1,0,0,0,1,0
3ip9,67.77,-2.24,103.12,7,3,3,2,1,3,4,42,0,0,0,0,0,0,0
3iph,71.09,2.87,347.42,26,2,5,3,2,5,7,132,2,2,1,2,1,1,0
3ipq,53.8,5.34,582.06,41,1,4,3,1,8,13,214,0,4,0,0,0,4,0
3ipu,107.73,4.1,478.45,34,1,8,6,1,11,11,182,2,3,0,0,1,2,0
3iqu,449.82,-11.97,759.69,51,20,25,15,15,26,32,292,6,0,0,0,0,0,0
3isj,88.26,0.87,268.29,18,2,6,4,2,7,5,96,1,2,0,0,1,1,0
3iss,334.99,-5.49,678.41,44,8,22,20,8,24,21,250,1,1,2,2,1,0,2
3iub,101.15,2.0,345.38,24,2,7,5,2,8,6,124,1,3,0,0,2,1,0
3iue,130.42,0.22,402.41,28,1,9,8,1,10,8,146,1,3,0,0,2,1,0
3ivc,93.73,2.5,378.36,28,0,7,7,0,7,7,142,0,4,0,0,2,2,0
3ivg,113.6,1.62,413.43,29,1,8,7,1,9,8,150,0,4,0,0,2,2,0
3ivx,130.67,1.26,427.41,30,1,9,8,1,10,7,154,1,4,0,0,2,2,0
3iw5,81.59,5.59,555.58,39,2,7,6,2,11,8,202,2,4,0,1,1,3,0
3iw6,55.98,1.84,398.53,29,1,6,4,1,6,10,156,1,2,1,1,1,1,1
3iww,150.49,-0.7,515.3,29,3,9,6,3,10,12,158,3,1,0,0,0,1,0
3jdw,95.41,-3.63,133.17,9,6,4,2,2,4,6,54,0,0,0,0,0,0,0
3jrs,80.59,1.48,265.33,19,2,4,4,2,4,10,106,0,0,0,1,0,0,0
3jrx,103.68,3.8,520.66,37,2,8,8,2,8,12,208,0,1,1,2,0,1,1
3juk,296.99,-4.79,566.3,36,9,19,18,9,21,17,206,0,1,2,2,1,0,2
3juo,68.77,-0.05,299.17,17,3,4,3,2,5,3,92,0,1,1,1,0,1,1
3jup,68.77,-0.05,299.17,17,3,4,3,2,5,3,92,0,1,1,1,0,1,1
3juq,68.77,-0.05,299.17,17,3,4,3,2,5,3,92,0,1,1,1,0,1,1
3jvr,67.01,5.18,350.2,23,2,5,3,2,7,4,118,1,3,0,0,1,2,0
3jvs,113.37,4.51,406.44,30,3,8,4,3,8,3,154,3,3,0,0,0,3,0
3jy0,70.42,0.94,336.82,22,3,5,4,3,7,3,114,0,3,1,1,2,1,1
3jya,45.75,3.44,271.13,16,1,3,3,1,6,0,80,0,3,0,0,2,1,0
3jyr,325.75,-9.59,646.62,44,15,19,18,14,19,23,256,0,0,3,4,0,0,3
3jzg,241.31,-7.18,504.63,35,12,14,6,8,14,23,202,3,0,0,0,0,0,0
3jzh,284.66,-6.93,665.72,47,8,17,11,6,17,27,262,4,1,0,0,0,1,0
3jzj,325.75,-9.59,646.62,44,15,19,18,14,19,23,256,0,0,3,4,0,0,3
3k00,347.83,-9.75,666.58,45,14,21,21,14,21,24,264,0,0,4,4,0,0,4
3k02,404.9,-11.77,808.76,55,18,24,23,17,24,29,320,0,0,4,5,0,0,4
3k1j,232.6,-1.75,427.2,27,7,15,15,6,17,12,150,0,2,1,1,2,0,1
3k2f,228.58,0.25,532.53,33,2,16,13,1,19,13,186,1,1,0,1,1,0,0
3k37,155.47,-3.6,328.41,23,7,8,4,5,8,11,132,1,0,1,1,0,0,0
3k4d,129.92,-4.68,190.13,13,4,7,6,4,7,4,74,1,0,1,1,0,0,1
3k4q,381.6,-4.87,660.54,36,6,24,24,6,30,18,216,0,0,1,1,0,0,0
3k5i,160.29,-1.81,295.19,19,6,10,10,5,11,9,108,0,1,1,1,1,0,1
3k5v,90.13,3.88,374.32,27,3,6,5,2,9,5,138,1,3,0,0,1,2,0
3k5x,145.2,-3.65,238.16,15,4,7,6,2,8,9,88,0,0,0,0,0,0,0
